country,founded,id,industry,linkedin_url,locality,name,region,size,website
united states,1964,EakAGrOU1Wjua76FByrz7QJJhFfH,legal services,linkedin.com/company/msjs,seattle,"morisset, schlosser, jozwiak & somerville",washington,1-10,msaj.com
united states,,BUflFj5gKBjtOpHAvcEEzghalIBu,law practice,linkedin.com/company/beighley-myrick-udell-lynne-pa,pompano beach,"beighley, myrick, udell, lynne + zeichman pa",florida,11-50,
spain,2010,YuvdviQXi0fGMR46kBnboQXvD4io,law practice,linkedin.com/company/ju-rez-bufete-internacional-s-l-p,madrid,juárez bufete internacional,community of madrid,11-50,juarezabogados.es
,2021,ucX5voV2PRagXX593pRIeAGMIFgu,mental health care,linkedin.com/company/r-i-s-e-counseling-services-llc,,"r.i.s.e. counseling services, llc",,1-10,facebook.com/tinamariesuarezmalmhcncc
united states,2014,CTC1K4VWCDsBFopoLcgTPAR8NqEo,,linkedin.com/company/lawn-and-lot-llc,west des moines,"lawn and lot, llc",iowa,1-10,
united states,,y1DmkFla46mxnIxL9bNKRg2kYUP8,insurance,linkedin.com/company/lynn-jordan-attorney,denver,lynn jordan attorney,colorado,1-10,
ireland,1967,VH4LiIyjtG6G8iabEybxygUwgMMJ,law practice,linkedin.com/company/maclachlan-&-donaldson,dublin 24,maclachlan & donaldson,leinster,11-50,maclachlan.ie
united states,2012,27kZELiiujrMlCiczI6sYAz2Vl0O,veterinary,linkedin.com/company/paws-and-claws-pet-care-inc,moreno valley,"paws and claws pet care, inc",california,1-10,pacpc.org
united states,,ejgyNdIatCZOsHQn9w7Uqwb30fvt,legal services,linkedin.com/company/texas-construction-litigation,austin,texas construction litigation,texas,1-10,txconstructionlitigation.com
france,,f2BqnwYRmWyIgHC3jv37hgVGPbqe,legal services,linkedin.com/company/mp3r,montauban,mp3r,occitanie,1-10,mp3r.fr
norway,2009,qYstRJ0qa87xaeIYk3oUNwoxk823,law practice,linkedin.com/company/vp-service-as,drammen,vp service as,buskerud,1-10,vpservice.as
france,2023,xBdIPHj2eSEpXYZgfjiy2gYhig5b,legal services,linkedin.com/company/rgpd-sant-,paris,rgpd santé,île-de-france,1-10,rgpd-sante.com
united states,2009,ovCl7NJUzKXTim5ye00BwQBNQIvO,legal services,linkedin.com/company/great-lakes-environmental-law-center,detroit,great lakes environmental law center,michigan,1-10,glelc.org
hungary,2016,R19KDo0imCSN6rMUlcB1Twdo4MSG,mental health care,linkedin.com/company/cope&care-counseling,pély,cope&care counseling,heves,1-10,copeandcare.nl
united states,,BflDKARVrsZSERtZuhSjBw2pMf5d,legal services,linkedin.com/company/ticket-center-law-office,fayetteville,ticket center law office,arkansas,1-10,theticketcenter.net
united states,2011,tmBUrBXBQCoBXXEb13CO7QYECVRo,law practice,linkedin.com/company/lohr-ripamonti-llp,san francisco,lohr ripamonti & segarich llp,california,1-10,lrllp.com
,,P9IJXcHrV7yeAhfH5VbOpwugdyjm,law practice,linkedin.com/company/abellan-y-asociados,,abellán y asociados,,1-10,abellanabogados.eu
united states,,55GpnL6EWTbRDmz8mWNswAyCH39p,,linkedin.com/company/living-life-counseling,georgetown,living life counseling,texas,1-10,livinglifecounseling.org
benin,,eSQlC8kdozyzoqfY4fhktgVgFXhB,legal services,linkedin.com/company/fondationfdda,cotonou,fondation défenseurs d'afrique - fdda,littoral,1-10,fondationfdda.org
south africa,2020,Y2yAvaVrhNUmgPXb0gyf4gjmQ7aN,legal services,linkedin.com/company/mashitisho-attorneys,randburg,mashitisho attorneys inc,gauteng,1-10,mashitishoattorneys.co.za
united states,,7iuCnbu9aIruA1FMsa6wGwVcEyrc,legal services,linkedin.com/company/ecomp-consultants,,ecomp consultants,,11-50,ecompconsultants.com
ireland,1984,Y0kpOhqQgczEWV4oEcQsZQsk04ko,law practice,linkedin.com/company/noonan-linehan-carroll-coffey,,noonan linehan carroll coffey,cork,11-50,nlcc.ie
united states,2020,4slVCPExd5HIxnD2XMNrvAgf95jz,legal services,linkedin.com/company/king-military-law,san diego,king military law,california,1-10,kingmilitarylaw.com
france,,CHCTgWUIoFfhrBDa7BRJfwX6X0u4,legal services,linkedin.com/company/ad-justitiam,roanne,ad justitiam,auvergne-rhône-alpes,1-10,
france,,CsuGAKbyoAPYm4wAwncgXAni51SF,legal services,linkedin.com/company/scm-pneumo,saint-maur-des-fossés,scm pneumo,île-de-france,1-10,
united states,,cSI73hP5nAbQf6Zo8wcqygh8H7ok,law practice,linkedin.com/company/carol-w-most-&-associates-p-c-,white plains,"most & schneid, p.c.",new york,1-10,cwmostlaw.com
france,,P8Wr8NyjXvmymCS8CRjKawCmt2f2,legal services,linkedin.com/company/groupe-notaconseils,sarcelles,groupe notaconseils,île-de-france,11-50,debladis-henner-sarcelles.notaires.fr
chile,2007,CjFHZqbCNJLBo4kgIYBBOAcPHRWo,legal services,linkedin.com/company/chiledeudas,santiago,chiledeudas,santiago metropolitan,11-50,chiledeudas.cl
india,2015,T7SIpD0VlIAtSzASmMSG9QNtlGgU,legal services,linkedin.com/company/legal-mint-llp,,legal mint llp,maharashtra,201-500,legalmint.in
united kingdom,,odYNU0YQCvX6Vpx6siCaewJDaysS,law practice,linkedin.com/company/i-s-law-solicitors-plc,chorley,i s law solicitors plc,england,11-50,
spain,,VbKMPBwBfCDGjqwhB9gqLgxHP6LI,legal services,linkedin.com/company/ibarbia-y-otabink-sl,donostia-san sebastian,ibarbia y otabink sl,basque country,1-10,
united states,1952,LySf38kietiCiOIjN1oN2QPKfDPT,legal services,linkedin.com/company/lattof-lattof-law-firm,mobile,lattof & lattof law firm,alabama,1-10,lattoflaw.com
,,Fh6tNIt0SPMahp35HsuL8AKUk2g3,,linkedin.com/company/university-of-edinburgh-law-students-council,,university of edinburgh law students' council,,1-10,
united states,1992,YKVbkLbEhlYiJHYCx5rJxw2Jlz3m,legal services,linkedin.com/company/hagen-rosskopf-llc,decatur,hagen rosskopf llc,georgia,11-50,hagen-law.com
,,heQMMABjszUgGIVMXoyMeAy6s4pA,,linkedin.com/company/university-of-missouri-columbia-school-of-law,,"university of missouri-columbia, school of law",,1-10,
brazil,,4hjeHxzavnWx3W2FUOckewQgX1gB,legal services,linkedin.com/company/rmm-advogados-associados,são josé,rmm advogados associados,santa catarina,1-10,rmm-adv.com
united states,2014,sgm8TMTWNgCDjA54e7tenAdSersB,law practice,linkedin.com/company/calderón-seguin-plc,fairfax,calderón seguin plc,virginia,11-50,calderonseguin.com
france,,klL8v7JvCLO1XhWiN5SGOQY42NSW,legal services,linkedin.com/company/scm-saint-charles-sante,montpellier,scm saint charles sante,occitanie,1-10,
india,,xNMNzy0SRZxeeYjFbgiXwQPUFtoS,legal services,linkedin.com/company/lexible,,lexible,delhi,1-10,
,,szi7HvoVC03pazGfsjYVLwLmDimL,legal services,linkedin.com/company/e-m-law-mediation,,oztekin law & mediation,,1-10,
united states,,zbWEKTwc3h350czYl8ASIAOrPJF7,,linkedin.com/company/the-hernandez-legal-group-pllc,miami,"the hernandez legal group, pllc",florida,1-10,
united states,,v7ksbdbMoyhQswsXjlJa0wCBFiic,religious institutions,linkedin.com/company/columbia-counseling-ministries,columbia,columbia counseling ministries,tennessee,1-10,
,,nc8VFivHqllvdCP4BLmHmQGN59m6,internet,linkedin.com/company/unitedthings-inc.,,unitedthings inc. ( incorporated in delaware),,1-10,unitedthings.net
united states,,jumiU0d0lbENvBfg785KQQL5EjIu,legal services,linkedin.com/company/pandit-law-firm-llc-dba-pandit-law,new orleans,"pandit law firm, llc dba pandit law",louisiana,1-10,
united states,2015,5V9iGqJq8GC2BS4r2OCDngRu67AC,legal services,linkedin.com/company/j-miller-law-group-apc,calabasas,j miller law group,california,1-10,jmillerlawgroup.com
united states,2002,tXvjZCkeIqygcz5z0STIUQLABoDO,environmental services,linkedin.com/company/dave's-lawn-care-service,kenner,dave's lawn care service,louisiana,1-10,dlc-service.com
france,2015,BLxl0yYL1jSmxo2BCag1xgaSiB97,law practice,linkedin.com/company/passa-guillot-de-haas,paris,guillot de haas,île-de-france,1-10,pgdh-avocats.com
united states,2016,8p9zQyHv6m9l9fTsONHNdg5jUemC,law practice,linkedin.com/company/seasongood-law-inc.,chicago,"seasongood law, inc.",illinois,1-10,seasongoodlaw.com
spain,,JjjXPVhmrtQOSe0MewPIHAFfyF3a,legal services,linkedin.com/company/inclan-asesores-sl,burgos,inclan asesores sl,castilla and león,11-50,
brazil,2022,0WeO3JAq6mXiNoCmS2IrRgqfLNVq,legal services,linkedin.com/company/digilaw-consultoria-jr,guarabira,digilaw consultoria jr.,paraíba,1-10,
united states,,WUXNI6d7tlLB5z6qNtZs0AnQqITT,legal services,linkedin.com/company/remuzat-et-associes,syracuse,remuzat et associes,new york,11-50,
united states,,i3J21CwO2FCQvVqahoA5NAXnvdUS,,linkedin.com/company/steve's-lawn-and-landscape-inc,anoka,steve's lawn and landscape inc,minnesota,1-10,steveslawnandlandscape.com
united states,2015,iMw9tORDSkTZYYmouLuYkwee0GBR,law practice,linkedin.com/company/houle-law-apc,manhattan beach,houlé law apc,california,1-10,houle-law.com
finland,2019,uvmIuH4gypJ5YMx0xkJvHwLKieWy,legal services,linkedin.com/company/wiidare-ltd,espoo,wiidare ltd,uusimaa,11-50,wiidare.com
united states,2018,DXsCxZSnnvFYceBVTizGog3BVhif,law practice,linkedin.com/company/baez-law,south padre island,baez law texas injury lawyers,texas,51-200,baezlaw.com
united kingdom,,NKAtAgo4r2J5oYNgrpXh5QgyEsN8,law practice,linkedin.com/company/idris-and-co-solicitors,leicester,idris and co solicitors,england,1-10,idrissolicitors.co.uk
germany,2012,xlYi2CZZUmxUUmLD5chylAgSk94w,law practice,linkedin.com/company/patentanwälte-ostriga-sonnet-wirths-und-vorwerk,wuppertal,"patentanwälte ostriga, wirths & vorwerk partgmbb",north rhine-westphalia,11-50,ostriga.com
mexico,1988,k7jREaykgJHfMhIQYt0X0AhTogLL,legal services,linkedin.com/company/crabogadosmx,,crf abogados,,11-50,crabogados.com.mx
united states,2009,5YOb0wDX2SAkrBjTt0L2KwgRPUWc,law practice,linkedin.com/company/wiggins-law-firm,green cove springs,wiggins law firm,florida,1-10,wigginslaw.net
brazil,2018,hs6BwRBDanRp3wQxcCdCuwOd4QH5,management consulting,linkedin.com/company/casagestaolegal-controladoriajuridica,belo horizonte,casa gestão legal,minas gerais,1-10,casagestaolegal.com.br
united kingdom,,hICq1H4HYXAs3352jgy1EQYxTpn5,law practice,linkedin.com/company/christopher-j-l-ryan,,christopher j l ryan,,1-10,ryanlaw.co.uk
united states,1926,BHMRxy2vu1fMrmRJkNCvwgjabXxg,law practice,linkedin.com/company/stradley-ronon,philadelphia,stradley ronon,pennsylvania,201-500,stradley.com
france,,zU1NBSQAWUhAyPcGLC8WtQQ3LsBr,legal services,linkedin.com/company/philippe-toulouse-et-christophe-magnier-huissiers-de-justice-associes,avignon,philippe toulouse et christophe magnier huissiers de justice associes,provence-alpes-côte d'azur,1-10,
saudi arabia,,qFXLZvXZ5ntg3teRgcXVQQOyY3wI,legal services,linkedin.com/company/شركة-الديوان-العدلي-للمحاماة-والاستشارات-القانونية,,شركة الديوان العدلي للمحاماة والاستشارات القانونية,,11-50,
united states,,GoM1V6ZCYPCEqYl3MdboBw1z8dja,mental health care,linkedin.com/company/dawn-wood-counseling-llc,kalamazoo,"dawn wood counseling, llc",michigan,1-10,dawnwoodcounseling.com
brazil,,vU6h5gNPBRcnu7Ej2rcncQh3vnKR,law practice,linkedin.com/company/badia-e-quartim---advogados,,badia e quartim - advogados,são paulo,1-10,bqa.com.br
united states,,W77gfGKZTi44b1rDpCZq3wBFkK1L,law practice,linkedin.com/company/savannah-bar-association-inc,savannah,savannah bar association inc,georgia,1-10,savannahbar.org
spain,,61SNs8p3aWm9HbVBf4uCXgUjJVrv,law practice,linkedin.com/company/elt-reclama,barcelona,elt reclama,catalonia,1-10,
germany,,oErS1KOUGXxBzmTiNnwwbg6R8OLi,civic & social organization,linkedin.com/company/lawaetz-wohnen-&-leben-ggmbh,,lawaetz-wohnen & leben ggmbh,hamburg,11-50,lawaetz-ggmbh.de
united states,2012,u3qQoalWnQGXUMeqiMsYnQoIPSSj,law practice,linkedin.com/company/alliant-law-group-llc,chicago,"alliant law group, llc",illinois,1-10,alliantlaw.us
germany,,jyDByGVOpIfQ3vdqncMRtQxHVnLH,law practice,linkedin.com/company/simons-&-moll-simons-gmbh-wirtschaftsprüfungsgesellschaft,,simons & moll-simons gmbh wirtschaftsprüfungsgesellschaft,,1-10,simons-moll.de
united states,,mN4loOwDUfySezXh5VLBrwA6bmso,law practice,linkedin.com/company/defense-lawyers-p.a.,boca raton,"defense lawyers, p.a.",florida,11-50,mydebtdefense.com
australia,2013,qvrpZeH5hB2cBB9wQu9nOA59ght0,law practice,linkedin.com/company/fraserlawyers,bundall,fraser lawyers,queensland,1-10,fraserlawyers.com
,2015,ABi17zCViPSh8C9vN4spAQpchJYc,"leisure, travel & tourism",linkedin.com/company/flawless-executivetravel,,flawless executivetravel,,1-10,flawlessexecutivetravel.com
,,IhOSNZ7Cb6URBOguHDXqUA65tVGO,legal services,linkedin.com/company/the-becker-law-firm---denver-family-law,,the becker law firm - denver family law,,1-10,beckerlegalservices.com
brazil,1997,yDzYnfxhrk2UPyGfY64EZw9ofOiH,law practice,linkedin.com/company/guerreiro-marotti-sociedade-de-advogados,itajubá,guerreiro marotti  advogados,minas gerais,1-10,guerreiromarotti.adv.br
united kingdom,,9A8OxBXPUhra0M1f7jd1CQBH5cht,,linkedin.com/company/global-legal-search-llp,city of london,global legal search llp,england,1-10,globallegalsearch.com
united states,,Oo1MoBWlZWALu2lGDGRA2weCeR1n,,linkedin.com/company/wellbound-counseling,highland park,wellbound counseling,illinois,1-10,wellboundcounseling.com
,2021,F9bHfiHS7VovChuTcunCsQjjDDX1,legal services,linkedin.com/company/aries-advisory2021,,ariës advisory,,1-10,
united states,,tAJ9JFJ8elXZIniBmrw54QqyY9uW,,linkedin.com/company/lawrence-interdenominational,lawrence,lawrence interdenominational,kansas,1-10,linklawrence.org
united kingdom,,ozfUK3sUHJ6gFnEzZ8aPWwDI1rqc,legal services,linkedin.com/company/sustainable-property-assessments-limited,reading,sustainable property assessments limited,england,1-10,spa-rating.co.uk
united states,,sIeDe980OVTJZzQE99stCgh9Kvlt,political organization,linkedin.com/company/lawrence-fox,preston,lawrence fox,idaho,1-10,
brazil,,Bjh7KZwjI63I3Pp4drPXfQl1eQVs,law practice,linkedin.com/company/elias-evangelista-de-souza-sociedade-individual-de-advocacia,general carneiro,elias evangelista de souza sociedade individual de advocacia,paraná,1-10,eliasevangelista.com.br
united states,,EkIVUDt4nlvxqZNt8QnEFg1TgYs7,law practice,linkedin.com/company/paulding-water-assn,paulding,paulding water assn,mississippi,1-10,
united states,,aBmRwRBpoSLG5TB3dByZ5wSNLTuJ,,linkedin.com/company/rocheleau-law,las vegas,rocheleau law,nevada,1-10,
turkey,,BTEayqEZTvqbzhI3C92kVgZkfNaB,law practice,linkedin.com/company/aplusarb,,a plus arabuluculuk,ankara,11-50,aplusarb.com
united states,,1eBJKJMPaOBHAnwCqfrM1gpLC4pQ,legal services,linkedin.com/company/warren-&-warren-p.c.,brooklyn,"warren & warren, p.c.",new york,11-50,warrenandwarrenpc.com
united states,,XaVUFpM9BbMEvNBYS1QeWwzwP3MV,legal services,linkedin.com/company/michael-r.-kluck-&-associates,okemos,michael r. kluck & associates,michigan,1-10,
united kingdom,,Tj0VwGZsUXYp4GUeB69ScQxDAQNA,,linkedin.com/company/dacheng-law-offices-limited,,dacheng law offices limited,,1-10,
peru,2019,l76cCoitTCkqXoWafpntawjqxHp0,legal services,linkedin.com/company/sánchez-povis-abogados,san isidro,sánchez povis abogados,lima,11-50,spabogados.com.pe
united kingdom,,O4vc2JUmR9SG3gtSaDtRCQoAeZ0S,legal services,linkedin.com/company/vinayaga-consultancy-ltd,,vinayaga consultancy ltd,,1-10,vinayagaconsultancyltd.co.uk
united states,1998,OqUc8lIF86UIT27yOZS70Q9g23BK,legal services,linkedin.com/company/kilcoyne-&-nesbitt-llc,blue bell,"kilcoyne & nesbitt, llc",pennsylvania,11-50,kilcoynelaw.com
united states,1919,n6au5zviTmQPHt3kUgFiRwX0KKuQ,legal services,linkedin.com/company/voyles-zahn-&-paul,indianapolis,voyles vaiana lukemeyer baldwin & webb,indiana,11-50,voyleslegal.com
united states,,zheTaldkECfSu68J4iVb0gUQcTCL,medical practice,linkedin.com/company/rhythm-&-grace-counseling,nampa,rhythm & grace counseling,idaho,1-10,
united states,,sgBhDYWaejgZy8gy9yKlTg5Xcy6W,law practice,linkedin.com/company/ron-lundquist-attorney-at-law,,"ron lundquist, attorney at law",minnesota,1-10,all-bankruptcy.com
,,hfvMhWCw6ySTSMJO0Jq2lgxm3BJx,law practice,linkedin.com/company/aguilar-noble-salgado-y-asociados,,"aguilar noble, salgado y asociados",,1-10,agenciahermes.com
france,,LcvE0eZBIKQYYhkVphbEWgXL1Ndy,legal services,linkedin.com/company/fardeau-marine-elisabeth,lyon,fardeau marine elisabeth,auvergne-rhône-alpes,1-10,
united states,,ADH6kIhDDcGeBrp8h8yY4gM2Ip5y,,linkedin.com/company/finlay-law-group,newport beach,finlay law group,california,1-10,finlaylawgroup.com
united states,,RYO616vycPgKz07WBbW9NggRjyil,legal services,linkedin.com/company/law-offices-of-mark-a-davis,pasadena,law offices of mark a davis,california,1-10,madlawonline.com
,,MQa0QBhsdBFfHQKMLmaHYgTzdMmN,law practice,linkedin.com/company/hugheslawfirm.com,,hughes law firm,,1-10,injury-laws.com
united states,,d0imRcQ6ej9CxkTUJ9XUqwuGFRDY,law practice,linkedin.com/company/coulter-lambson-llc,,"coulter lambson, llc",missouri,1-10,coulterlambson.com
united states,,LrCH4b7i1vR5ss4F0kuIbASWjJ2H,law practice,linkedin.com/company/witte-law-pllc,grand rapids,witte law pllc,michigan,1-10,wittelawpllc.com
brazil,2021,0XJKBtlnIWL97TjHcjBOQQm1CrM6,legal services,linkedin.com/company/machado-soc-advocacia,florianópolis,machado & chiarelli advogados associados,santa catarina,1-10,machadochiarelli.adv.br
australia,2017,vsNMyVaxS41eBxcs8WB6Xwx5OO2H,law practice,linkedin.com/company/arcadian-legal,rouse hill,arcadian legal,new south wales,1-10,arcadianlegal.com.au
mexico,2005,rLXoOI3WELie02YrZWj2ZAhRqd1d,legal services,linkedin.com/company/bufete-capital-s-c,,bufete capital s.c.,,501-1000,bufete.capital
france,1989,0ipxp0tZ5MidELJHSeK3JQhDDjUA,real estate,linkedin.com/company/century-21-presqu-ile-immobilier,lyon,century 21 presqu'ile immobilier,auvergne-rhône-alpes,1-10,century21-pi-immobilier-lyon.com
united states,2002,wbc9zD4GQdsijBSpJWlUVQ2MX5A5,law practice,linkedin.com/company/fisherbroyles-llp,atlanta,"fisherbroyles, llp",georgia,201-500,fisherbroyles.com
colombia,2005,KBwJUP6QUPenYBoJlF0KxwwVy7Z5,law practice,linkedin.com/company/lopez-&-asociados-s-a-s,bogotá,lopez & asociados s.a.s,capital district,51-200,
,,qvnA720RBIbplCmkB06BBAhKwhF9,law practice,linkedin.com/company/ada-university-school-of-law,,ada university school of law,,1-10,
united states,,ckk57FHCmMnsk0CMA8nuwQstjU71,consumer goods,linkedin.com/company/lawmen-supply-company-of-nj-inc,,lawmen supply company of nj inc,new jersey,11-50,
peru,,goAUdb3Y0rexKYq6KwmbQw3er5W3,legal services,linkedin.com/company/azs-consultores,,azs consultores,,1-10,facebook.com/azs-consultores-110531520839052
brazil,,dWipbolkHmTphIx45ZcQ3Ac0yEV0,legal services,linkedin.com/company/serviços-notariais-e-registrais-de-montauri,montauri,serviços notariais e registrais de montauri,rio grande do sul,1-10,cartoriomontauri.negocio.site
united states,,hBId02VYgDlv0CCt8D4c4wjKR5X1,,linkedin.com/company/law-offices-of-james-p.-deffet-llc,smithville,law offices of james p. deffet llc,missouri,1-10,deffetlaw.com
india,2019,bC30nu0fxmKeJ4AfPOflKgRXCN7b,legal services,linkedin.com/company/lawfield-law-firm-kolkata,kolkāta,lawfield associates,west bengal,1-10,lawfieldassociates.com
united states,,vhGCLHOGT8GCQF7Ek8TnAQeY0DFu,mental health care,linkedin.com/company/help-to-adjust-counseling,valley stream,help to adjust counseling,new york,11-50,helptoadjust.com
united states,,BfBC0yzOtpyZh8bpcEFuDgBPtYKU,legal services,linkedin.com/company/the-laub-firm,white plains,the laub firm,new york,1-10,justice1.com
australia,2003,Ywybw8OURR8KQXQ3IGJ3hgwcz67k,legal services,linkedin.com/company/anti-slavery-australia,sydney,anti-slavery australia,new south wales,11-50,antislavery.org.au
united states,,m7umaWmqfGzTNVYajftxzQKpVo23,law practice,linkedin.com/company/andersen-law-firm-ltd.,las vegas,"andersen law firm, ltd.",nevada,1-10,andersenlawlv.com
